Tipo,Cidade,Estado,Vagas,Quartos,Area,Banheiros,Preco
Casa,Abranches,Curitiba,3,3,195,2,69500000.0
Sobrado,Fazendinha,Curitiba,2,3,135,3,69500000.0
Triplex,Xaxim,Curitiba,2,3,128,3,69500000.0
Casa,Xaxim,Curitiba,2,3,97,2,69500000.0
Casa,Boqueirão,Curitiba,0,1,106,1,69500000.0
Sobrado,Menino Deus,Pato Branco,2,4,210,2,69500000.0
Sobrado,Atuba,Curitiba,2,4,140,3,69500000.0
Apartamento,Vila Solene,Campo Largo,2,3,100,1,69500000.0
Triplex,Xaxim,Curitiba,4,3,149,3,69500000.0
Casa,São Sebastião,São José Dos Pinhais,12,6,420,6,69200000.0
Casa,Santa Felicidade,Curitiba,4,4,237,3,69200000.0
Sobrado,Brejatuba,Guaratuba,2,3,108,3,69000000.0
Casa,Novo Mundo,Curitiba,2,5,192,2,69000000.0
Triplex,Cajuru,Curitiba,0,4,240,1,69000000.0
Casa,Fraron,Pato Branco,2,3,140,2,69000000.0
Sobrado,Campo Comprido,Curitiba,2,3,109,3,69000000.0
Sobrado,Bacacheri,Curitiba,2,3,138,2,69000000.0
Sobrado,Shangri-La,Pontal Do Paraná,0,5,170,2,69000000.0
Casa,Planta Santa Tereza,Colombo,2,3,150,1,69000000.0
Sobrado,Tarumã,Curitiba,3,3,170,4,69000000.0
Sobrado,Pilarzinho,Curitiba,2,3,101,4,69000000.0
Sobrado,Alto Boqueirão,Curitiba,2,3,100,3,69000000.0
Casa,Jardim Amélia,Pinhais,3,3,280,2,69000000.0
Sobrado,Xaxim,Curitiba,4,3,240,2,69000000.0
Sobrado,Orleans,Curitiba,1,3,112,1,69000000.0
Apartamento,Capão Raso,Curitiba,2,3,95,2,69000000.0
Sobrado,Lindóia,Curitiba,2,3,175,3,69000000.0
Cobertura,Cristo Rei,Curitiba,2,3,169,2,69000000.0
Sobrado,Cohapar,Guaratuba,2,4,396,2,69000000.0
Casa,Jardim Busmayer,Campo Largo,2,3,162,1,69000000.0
Casa,Bairro Alto,Curitiba,5,3,160,3,69000000.0
Sobrado,Balneário Santa Terezinha,Pontal Do Paraná,2,3,105,3,68999000.0
Casa,Mossunguê,Curitiba,0,3,125,2,68900000.0
Sobrado,Centro,Garuva,0,3,133,1,68900000.0
Apartamento,Tabuleiro Dos Oliveiras,Itapema,1,2,75,1,68900000.0
Sobrado,Boa Vista,Curitiba,2,3,150,4,68900000.0
Apartamento,Bigorrilho,Curitiba,1,2,109,1,68850500.0
Apartamento,Cabral,Curitiba,1,3,139,2,68600000.0
Sobrado,La Salle,Pato Branco,2,3,120,2,68500000.0
Casa,Bairro Alto,Curitiba,3,3,180,2,68500000.0
Apartamento,Hugo Lange,Curitiba,2,3,140,2,68500000.0
Sobrado,Estância Pinhais,Pinhais,2,3,118,2,68400000.0
Apartamento,Centro,Pato Branco,1,2,141,0,68134604.0
Sobrado,Cidade Industrial,Curitiba,4,4,350,3,68000000.0
Sobrado,Uberaba,Curitiba,2,3,142,4,68000000.0
Sobrado,Pilarzinho,Curitiba,2,4,194,4,68000000.0
Casa,Abranches,Curitiba,0,3,105,1,68000000.0
Casa,Vila Carli,Guarapuava,1,3,180,1,68000000.0
Sobrado,Uberaba,Curitiba,3,3,125,3,68000000.0
Sobrado,Xaxim,Curitiba,3,3,177,3,68000000.0
Sobrado,Junara,Matinhos,2,3,106,2,68000000.0
Apartamento,Rebouças,Curitiba,1,2,131,2,68000000.0
Apartamento,Centro,Pato Branco,1,2,132,2,68000000.0
Sobrado,Guaíra,Curitiba,1,3,129,2,68000000.0
Cobertura,Oficinas,Ponta Grossa,0,4,147,3,68000000.0
Sobrado,Hauer,Curitiba,3,4,152,2,68000000.0
Apartamento,Mercês,Curitiba,1,3,151,1,68000000.0
Casa,Jardim Das Américas,Curitiba,1,4,130,2,68000000.0
Sobrado,Jardim Botânico,Curitiba,2,3,123,3,68000000.0
Sobrado,Costa E Silva,Joinville,2,3,112,2,68000000.0
Sobrado,Santa Cândida,Curitiba,0,4,197,2,68000000.0
Sobrado,Cidade Jardim,São José Dos Pinhais,2,3,132,1,68000000.0
Sobrado,Boa Vista,Curitiba,3,3,151,3,68000000.0
Casa,Boqueirão,Curitiba,2,2,128,2,68000000.0
Sobrado,Pinheirinho,Curitiba,0,3,100,0,67900000.0
Sobrado,Vista Alegre,Curitiba,2,3,122,1,67800000.0
Apartamento,Novo Mundo,Curitiba,0,2,154,0,67513500.0
Sobrado,Industrial,Pato Branco,1,3,217,1,67500000.0
Sobrado,Fanny,Curitiba,3,3,150,3,67500000.0
Apartamento,Vila Izabel,Curitiba,1,2,69,2,67500000.0
Sobrado,Cachoeira,Curitiba,1,3,118,3,67500000.0
Apartamento,Centro,Pato Branco,1,2,132,0,67500000.0
Sobrado,Monções,Matinhos,2,3,101,2,67500000.0
Sobrado,Uberaba,Curitiba,2,4,163,2,67000000.0
Casa,Xaxim,Curitiba,0,2,200,1,67000000.0
Sobrado,Uberaba,Curitiba,2,3,115,3,67000000.0
Sobrado,Cachoeira,Curitiba,2,3,243,3,67000000.0
Casa,Barreirinha,Curitiba,4,2,225,1,67000000.0
Sobrado,Pilarzinho,Curitiba,3,3,205,3,67000000.0
Apartamento,Bacacheri,Curitiba,1,3,134,3,67000000.0
Loft,Tingui,Curitiba,1,2,98,2,67000000.0
Casa,Portão,Curitiba,2,3,140,2,67000000.0
Casa,Eucaliptos,Fazenda Rio Grande,6,4,100,2,67000000.0
Sobrado,Barreirinha,Curitiba,2,3,114,4,67000000.0
Sobrado,Cajuru,Curitiba,5,2,199,2,67000000.0
Casa,Mossunguê,Curitiba,4,4,175,2,67000000.0
Casa,Santa Cândida,Curitiba,3,3,150,3,67000000.0
Apartamento,Centro,Pato Branco,1,2,113,2,67000000.0
Sobrado,Uberaba,Curitiba,2,3,115,3,67000000.0
Sobrado,Portão,Curitiba,1,3,111,2,66900000.0
Triplex,Loteamento Ouro Verde I,Campo Largo,2,3,164,3,66900000.0
Apartamento,Água Verde,Curitiba,1,3,185,4,66700000.0
Apartamento,Costa E Silva,Joinville,1,2,112,2,66544700.0
Sobrado,Fanny,Curitiba,2,3,143,3,66500000.0
Apartamento,Juvevê,Curitiba,1,3,111,2,66500000.0
Triplex,Fazendinha,Curitiba,4,4,380,3,66500000.0
Apartamento,Cabral,Curitiba,1,3,172,3,66000000.0
Sobrado,Orleans,Curitiba,2,3,130,2,66000000.0
Casa,Alto Boqueirão,Curitiba,1,3,130,1,66000000.0
Sobrado,La Salle,Pato Branco,1,3,130,3,66000000.0
Casa,Alto Boqueirão,Curitiba,3,3,170,2,66000000.0
Sobrado,Abranches,Curitiba,2,3,108,3,66000000.0
Casa,Barreirinha,Curitiba,2,3,115,3,66000000.0
Sobrado,Abranches,Curitiba,2,3,131,2,65900000.0
Casa,Santa Cândida,Curitiba,3,3,130,3,65550000.0
Sobrado,Tingui,Curitiba,3,3,170,3,65500000.0
Casa,Cajuru,Curitiba,2,5,157,2,65500000.0
Casa,Solymar,Matinhos,3,3,100,2,65000000.0
Sobrado,Capão Da Imbuia,Curitiba,3,3,146,3,65000000.0
Casa,Santa Quitéria,Curitiba,6,3,226,2,65000000.0
Apartamento,Cristo Rei,Curitiba,1,3,138,1,65000000.0
Sobrado,Uberaba,Curitiba,3,3,128,4,65000000.0
Casa,Santa Cândida,Curitiba,2,3,600,2,65000000.0
Sobrado,Novo Mundo,Curitiba,1,3,127,3,65000000.0
Kitnet,Santa Cruz,Guarapuava,5,7,139,7,65000000.0
Casa,São Braz,Curitiba,2,3,215,1,65000000.0
Sobrado,Uberaba,Curitiba,2,4,198,3,65000000.0
Sobrado,Jardim Carvalho,Ponta Grossa,2,3,126,3,65000000.0
Apartamento,Bigorrilho,Curitiba,1,3,144,1,65000000.0
Sobrado,Abranches,Curitiba,2,3,96,3,65000000.0
Casa,Vila Ipanema,Piraquara,0,3,110,2,65000000.0
Casa,São Braz,Curitiba,4,3,128,3,65000000.0
Sobrado,Santa Cândida,Curitiba,2,3,141,3,65000000.0
Casa,São Roque,Pato Branco,0,1,220,2,65000000.0
Casa,Capão Raso,Curitiba,4,3,271,1,65000000.0
Sobrado,Xaxim,Curitiba,3,3,140,2,65000000.0
Sobrado,Cruzeiro,São José Dos Pinhais,6,3,100,2,65000000.0
Casa,Guaíra,Curitiba,0,3,224,0,65000000.0
Casa,Vila Guaraci,Colombo,2,3,120,3,65000000.0
Casa,Alto Boqueirão,Curitiba,3,3,165,2,65000000.0
Sobrado,Monções,Matinhos,0,3,103,1,65000000.0
Casa,Bairro Alto,Curitiba,2,3,146,1,65000000.0
Casa,Centro,Antonina,0,3,160,4,65000000.0
Casa,Centro,Pinhais,0,3,142,3,65000000.0
Sobrado,Uberaba,Curitiba,5,3,143,2,65000000.0
Apartamento,Boa Vista,Curitiba,1,3,122,1,65000000.0
Casa,Rebouças,Curitiba,2,3,139,1,65000000.0
Sobrado,Cajuru,Curitiba,2,3,142,2,65000000.0
Apartamento,Batel,Curitiba,1,3,162,4,65000000.0
Casa,Itapema Do Norte,Itapoá,1,3,100,2,65000000.0
Sobrado,Sítio Cercado,Curitiba,6,6,220,0,65000000.0
Sobrado,Pinheirinho,Curitiba,6,8,360,5,65000000.0
Sobrado,Fraron,Pato Branco,2,3,118,3,65000000.0
Sobrado,Cidade Industrial,Curitiba,1,5,324,3,65000000.0
Casa,Bairro Alto,Curitiba,0,3,148,1,65000000.0
Sobrado,Iná,São José Dos Pinhais,4,4,230,3,65000000.0
Apartamento,Alto Da Glória,Curitiba,1,3,209,4,65000000.0
Sobrado,Balneário Princesa Do Mar,Itapoá,5,4,270,3,65000000.0
Casa,Fraron,Pato Branco,2,2,114,3,65000000.0
Sobrado,Loteamento São José,Campo Largo,0,3,137,0,65000000.0
Sobrado,Boneca Do Iguaçu,São José Dos Pinhais,4,3,119,2,65000000.0
Sobrado,Tingui,Curitiba,2,4,159,3,65000000.0
Sobrado,Centro,Pinhais,3,3,117,3,65000000.0
Apartamento,Bigorrilho,Curitiba,1,3,204,3,65000000.0
Sobrado,Portão,Curitiba,2,3,140,3,65000000.0
Sobrado,Jardim Guaraituba,Colombo,0,2,240,2,65000000.0
Casa,Jardim Das Perdizes,Colombo,4,3,200,2,65000000.0
Casa,Jardim Amélia,Pinhais,2,3,158,2,65000000.0
Apartamento,Ahú,Curitiba,2,3,201,3,65000000.0
Sobrado,Fanny,Curitiba,2,3,182,3,65000000.0
Sobrado,Botiatuva,Campo Largo,2,3,82,2,65000000.0
Sobrado,Alto Boqueirão,Curitiba,2,4,250,1,65000000.0
Apartamento,Centro,Guaratuba,2,3,132,2,65000000.0
Sobrado,Boqueirão,Curitiba,3,3,137,3,65000000.0
Sobrado,Uberaba,Curitiba,2,2,117,3,65000000.0
Apartamento,Vila Izabel,Curitiba,1,3,125,2,65000000.0
Casa,Pilarzinho,Curitiba,1,3,152,2,65000000.0
Sobrado,Capela Velha,Araucária,1,3,190,5,65000000.0
Apartamento,Rebouças,Curitiba,2,3,174,2,65000000.0
Apartamento,Bigorrilho,Curitiba,1,3,161,3,65000000.0
Sobrado,Bairro Alto,Curitiba,2,3,114,4,64990000.0
Sobrado,Saguaçu,Joinville,1,3,119,2,64990000.0
Apartamento,Aristocrata,São José Dos Pinhais,2,3,147,1,64990000.0
Sobrado,Santa Cândida,Curitiba,2,3,133,3,64990000.0
Casa,Planta Santa Tereza,Colombo,2,3,135,2,64900000.0
Casa,Fraron,Pato Branco,1,3,145,3,64900000.0
Apartamento,Juvevê,Curitiba,1,3,113,2,64900000.0
Apartamento,Brasília,Pato Branco,1,3,146,2,64900000.0
Sobrado,Capão Raso,Curitiba,7,3,263,3,64900000.0
Apartamento,Mossunguê,Curitiba,1,2,36,0,64840100.0
Sobrado,Maria Antonieta,Pinhais,2,3,116,2,64500000.0
Sobrado,Pilarzinho,Curitiba,2,3,94,2,64500000.0
Casa,Bacacheri,Curitiba,2,3,110,1,64500000.0
Sobrado,Capão Da Imbuia,Curitiba,2,3,166,4,64000000.0
Apartamento,Água Verde,Curitiba,1,3,136,2,64000000.0
Casa,Vila Santiago,Saudade Do Iguaçu,2,4,290,2,64000000.0
Casa,Cará-Cará,Ponta Grossa,0,3,94,0,64000000.0
Apartamento,Olarias,Ponta Grossa,1,3,178,2,64000000.0
Sobrado,Boa Vista,Curitiba,2,3,129,2,64000000.0
Apartamento,Água Verde,Curitiba,1,3,136,1,64000000.0
Casa,Centro,Pinhais,3,4,248,2,64000000.0
Sobrado,Uberaba,Curitiba,2,3,151,3,64000000.0
Apartamento,Centro Cívico,Curitiba,1,2,101,1,64000000.0
Sobrado,Boa Vista,Curitiba,2,3,145,3,64000000.0
Apartamento,Bigorrilho,Curitiba,1,3,152,3,63900000.0
Sobrado,Água Verde,Curitiba,3,3,150,2,63900000.0
Sobrado,Uberaba,Curitiba,2,3,131,3,63900000.0
Casa,Fanny,Curitiba,5,2,102,2,63900000.0
Sobrado,Santa Felicidade,Curitiba,2,3,111,3,63900000.0
Sobrado,Pilarzinho,Curitiba,4,4,200,4,63600000.0
Apartamento,Centro,Pato Branco,2,3,124,0,63252929.0
Sobrado,Vila Bela,Guarapuava,3,3,126,3,63000000.0
Sobrado,Parque Do Som,Pato Branco,2,2,96,1,63000000.0
Casa,Novo Mundo,Curitiba,5,3,150,2,63000000.0
Sobrado,Atuba,Curitiba,3,3,143,3,63000000.0
Sobrado,Emiliano Perneta,Pinhais,2,3,184,2,63000000.0
Sobrado,Fraron,Pato Branco,2,2,96,3,63000000.0
Casa,Jardim Leonidas Baumel,Contenda,1,3,84,2,63000000.0
Apartamento,Santo Antônio,Joinville,1,3,131,2,62507112.0
Sobrado,Guabirotuba,Curitiba,5,3,168,3,62500000.0
Sobrado,Barreirinha,Curitiba,2,3,158,3,62500000.0
Apartamento,Santo Inácio,Curitiba,1,3,124,2,62000000.0
Sobrado,Cajuru,Curitiba,2,3,97,2,62000000.0
Casa,Pilarzinho,Curitiba,1,3,110,0,62000000.0
Sobrado,Campo De Santana,Curitiba,3,3,298,2,62000000.0
Triplex,Cidade Industrial,Curitiba,0,3,104,2,62000000.0
Casa,Tarumã,Curitiba,2,4,214,3,62000000.0
Casa,Bairro Alto,Curitiba,2,3,172,4,62000000.0
Sobrado,Xaxim,Curitiba,2,3,130,3,62000000.0
Sobrado,Uberaba,Curitiba,1,3,116,3,61900000.0
Apartamento,Mossunguê,Curitiba,1,2,36,1,61890600.0
Apartamento,Mossunguê,Curitiba,0,1,36,0,61890600.0
Studio,Mossunguê,Curitiba,0,1,36,0,61890600.0
Apartamento,Mossunguê,Curitiba,0,1,36,0,61890600.0
Apartamento,Centro,Curitiba,1,3,106,2,61700000.0
Apartamento,Centro,Penha,1,3,91,2,61607995.0
Sobrado,Xaxim,Curitiba,1,4,146,4,61500000.0
Casa,Capão Da Imbuia,Curitiba,5,3,150,2,61500000.0
Apartamento,Morretes,Itapema,1,4,65,0,61500000.0
Sobrado,Balneário Brasília,Itapoá,1,3,111,2,61500000.0
Sobrado,Jardim Cláudia,Pinhais,2,4,194,2,61500000.0
Sobrado,Orleans,Curitiba,2,3,141,3,61500000.0
Apartamento,Água Verde,Curitiba,1,3,142,2,61500000.0
Sobrado,Fanny,Curitiba,2,4,96,3,61500000.0
Apartamento,Centro,Pato Branco,1,2,134,1,61122914.0
Apartamento,América,Joinville,1,3,121,3,61000000.0
Casa,Boneca Do Iguaçu,São José Dos Pinhais,4,3,148,2,61000000.0
Sobrado,Boqueirão,Curitiba,2,3,145,4,61000000.0
Casa,Ipacarai,Matinhos,0,3,110,3,61000000.0
Apartamento,Guaíra,Curitiba,2,3,130,2,60990000.0
Sobrado,Águas Claras,Campo Largo,0,3,130,1,60900000.0
Apartamento,Glória,Joinville,1,2,105,2,60813100.0
Sobrado,Boqueirão,Curitiba,2,3,123,2,60500000.0
Casa,Cristo Rei,Pato Branco,1,3,150,1,60000000.0
Sobrado,Bacacheri,Curitiba,2,3,125,3,60000000.0
Sobrado,Uberaba,Curitiba,3,3,128,4,60000000.0
Apartamento,Alto Da Rua Xv,Curitiba,2,3,214,3,60000000.0
Sobrado,Cajuru,Curitiba,2,3,160,2,60000000.0
Apartamento,Caioba,Matinhos,0,2,82,2,60000000.0
Apartamento,Cristo Rei,Curitiba,1,2,96,1,60000000.0
Casa,Rebouças,Curitiba,4,3,176,1,60000000.0
Sobrado,Hauer,Curitiba,1,3,112,2,60000000.0
Casa,Planta Santa Tereza,Colombo,2,3,101,2,60000000.0
Sobrado,Morro Alto,Guarapuava,1,3,105,3,60000000.0
Casa,Tingui,Curitiba,2,3,87,2,60000000.0
Sobrado,Uberaba,Curitiba,2,3,124,3,60000000.0
Apartamento,Portão,Curitiba,1,3,148,2,60000000.0
Triplex,Abranches,Curitiba,2,3,146,3,60000000.0
Casa,Vila Iná,São José Dos Pinhais,7,4,134,2,60000000.0
Apartamento,Centro,Curitiba,0,6,270,4,60000000.0
Sobrado,Abranches,Curitiba,2,3,95,3,60000000.0
Casa,Campo De Santana,Curitiba,0,3,140,2,60000000.0
Casa,Planta Santa Tereza,Colombo,1,3,101,2,60000000.0
Casa,Capão Da Imbuia,Curitiba,3,3,120,1,60000000.0
Sobrado,Boa Vista,Curitiba,3,3,212,4,60000000.0
Sobrado,Novo Mundo,Curitiba,3,5,243,3,60000000.0
Sobrado,Boneca Do Iguaçu,São José Dos Pinhais,2,3,118,3,60000000.0
Sobrado,Hauer,Curitiba,3,3,123,2,60000000.0
Casa,Balneário Rainha Do Mar,Itapoá,3,3,147,2,60000000.0
Casa,Ronda,Ponta Grossa,4,3,69,1,60000000.0
Casa,Cristo Rei,Pato Branco,1,3,124,3,60000000.0
Sobrado,Cachoeira,Curitiba,1,3,108,0,60000000.0
Casa,Santa Cândida,Curitiba,2,3,128,2,60000000.0
Sobrado,Cajuru,Curitiba,3,3,292,4,60000000.0
Triplex,Boa Vista,Curitiba,1,3,135,3,60000000.0
Casa,Xaxim,Curitiba,1,3,160,3,60000000.0
Casa,Cohapar,Guaratuba,2,2,180,3,60000000.0
Sobrado,Alto Tarumã,Pinhais,2,3,144,2,60000000.0
Casa,Santa Cândida,Curitiba,6,10,236,5,60000000.0
Sobrado,Osasco,Colombo,2,3,255,3,59990000.0
Sobrado,Boa Vista,Curitiba,3,3,234,3,59900000.0
Apartamento,Centro,Pato Branco,1,2,131,2,59900000.0
Casa,Seminário,Curitiba,2,3,180,3,59900000.0
Apartamento,Fanny,Curitiba,1,3,71,1,59900000.0
Apartamento,Jardim Das Américas,Curitiba,1,2,130,2,59900000.0
Casa,Capão Raso,Curitiba,3,3,159,1,59900000.0
Casa,Portão,Curitiba,2,3,144,2,59900000.0
Sobrado,Umbará,Curitiba,3,3,146,2,59900000.0
Apartamento,Santo Inácio,Curitiba,1,2,124,2,59900000.0
Apartamento,Cabral,Curitiba,1,3,108,2,59900000.0
Apartamento,Água Verde,Curitiba,1,2,121,2,59900000.0
Sobrado,Vila Tanguá,Almirante Tamandaré,3,3,178,4,59900000.0
Casa,Capão Raso,Curitiba,3,4,128,1,59900000.0
Sobrado,Águas Claras,Campo Largo,1,3,132,2,59900000.0
Sobrado,Uberaba,Curitiba,2,3,130,1,59900000.0
Sobrado,Guabirotuba,Curitiba,2,3,160,2,59850000.0
Apartamento,Balneário Jd. Pérola Do Atlântico,Itapoá,2,3,116,3,59830000.0
Sobrado,Boqueirão,Curitiba,2,3,160,2,59800000.0
Apartamento,Centro,Mariópolis,2,3,126,1,59800000.0
Apartamento,Centro,Pato Branco,1,3,188,3,59800000.0
Apartamento,Santo Antônio,Joinville,1,3,117,2,59700000.0
Apartamento,Alto Da Glória,Curitiba,1,3,130,2,59500000.0
Sobrado,Atuba,Curitiba,2,3,126,2,59500000.0
Apartamento,Água Verde,Curitiba,2,3,198,2,59500000.0
Casa,Santana,Guarapuava,3,3,160,2,59500000.0
Apartamento,Juvevê,Curitiba,1,3,145,3,59500000.0
Sobrado,Boqueirão,Araucária,0,3,114,3,59500000.0
Sobrado,Capão Da Imbuia,Curitiba,2,3,135,3,59500000.0
Casa,Jardim Campo Alto,Colombo,3,3,200,2,59500000.0
Sobrado,Pinheirinho,Curitiba,2,3,178,3,59500000.0
Sobrado,Barreirinha,Curitiba,2,3,163,2,59500000.0
Apartamento,Centro,Pato Branco,1,2,138,2,59423512.0
Apartamento,Centro,Joinville,1,2,93,2,59335149.0
Casa,Alto Da Xv,Guarapuava,2,3,126,2,59200000.0
Sobrado,Coroados,Guaratuba,2,3,150,3,59000000.0
Casa,Penha,Antonina,1,5,163,3,59000000.0
Casa,Floresta,Joinville,2,3,126,3,59000000.0
Sobrado,Bairro Alto,Curitiba,0,3,82,2,59000000.0
Apartamento,Batel,Curitiba,1,3,126,2,59000000.0
Sobrado,Fraron,Pato Branco,1,3,118,3,59000000.0
Sobrado,Coroados,Guaratuba,2,3,150,3,59000000.0
Sobrado,Santa Felicidade,Curitiba,2,3,132,3,59000000.0
Casa,Uvaranas,Ponta Grossa,3,3,108,1,59000000.0
Casa,Gaivotas,Matinhos,6,2,110,3,59000000.0
Casa,Bacacheri,Curitiba,5,3,130,1,59000000.0
Casa,Bairro Alto,Curitiba,2,3,135,2,59000000.0
Casa,Santa Cândida,Curitiba,4,3,204,2,59000000.0
Apartamento,Novo Mundo,Curitiba,1,3,90,2,59000000.0
Sobrado,Pinheirinho,Curitiba,2,3,168,1,59000000.0
Casa,Tingui,Curitiba,3,3,112,2,59000000.0
Triplex,Santa Felicidade,Curitiba,3,4,121,3,59000000.0
Apartamento,Bigorrilho,Curitiba,1,2,143,3,59000000.0
Apartamento,Alto Da Rua Xv,Curitiba,2,3,136,3,59000000.0
Casa,Balneário Brasília,Itapoá,2,3,137,2,59000000.0
Apartamento,Jardim Botânico,Curitiba,1,2,73,1,59000000.0
Apartamento,Água Verde,Curitiba,1,2,118,2,58934700.0
Sobrado,Portão,Curitiba,1,3,110,3,58900000.0
Apartamento,Caioba,Matinhos,1,2,98,2,58900000.0
Sobrado,Uberaba,Curitiba,2,3,132,3,58900000.0
Apartamento,Centro,Pato Branco,1,2,122,1,58600000.0
Apartamento,Centro,Pato Branco,1,3,112,2,58500000.0
Casa,Cajuru,Curitiba,3,4,120,1,58500000.0
Apartamento,Balneário Princesa Do Mar,Itapoá,2,3,117,1,58500000.0
Apartamento,Bigorrilho,Curitiba,2,3,146,2,58500000.0
Sobrado,Atuba,Curitiba,4,3,163,3,58500000.0
Sobrado,Boqueirão,Curitiba,3,3,100,3,58000000.0
Casa,Santa Terezinha,Fazenda Rio Grande,0,3,128,1,58000000.0
Sobrado,Atuba,Curitiba,2,3,127,3,58000000.0
Casa,Parolin,Curitiba,5,4,176,3,58000000.0
Apartamento,Vila Izabel,Curitiba,2,3,159,3,58000000.0
Sobrado,Barreirinha,Curitiba,2,3,133,3,58000000.0
Apartamento,Jardim Carvalho,Ponta Grossa,2,3,175,2,58000000.0
Sobrado,Jardim América,Pato Branco,1,3,99,3,58000000.0
Sobrado,Emiliano Perneta,Pinhais,2,3,154,2,58000000.0
Sobrado,Novo Mundo,Curitiba,3,3,144,2,58000000.0
Sobrado,Contorno,Ponta Grossa,4,3,360,2,58000000.0
Sobrado,Contorno,Ponta Grossa,0,3,360,2,58000000.0
Sobrado,Afonso Pena,São José Dos Pinhais,2,3,119,2,58000000.0
Sobrado,Uberaba,Curitiba,2,3,150,3,58000000.0
Casa,Uberaba,Curitiba,2,2,141,0,58000000.0
Casa,Jardim Canadá,Pontal Do Paraná,4,6,195,2,58000000.0
Casa,Jardim Rio Verde,Colombo,3,3,197,2,58000000.0
Sobrado,Lamenha Grande,Almirante Tamandaré,1,3,145,2,58000000.0
Sobrado,São Francisco,Pato Branco,2,3,95,3,58000000.0
Sobrado,Aeroporto,Pato Branco,2,3,99,3,58000000.0
Casa,Balneário Princesa Do Mar,Itapoá,3,6,230,3,58000000.0
Sobrado,Bairro Alto,Curitiba,2,3,141,3,58000000.0
Sobrado,Campo Comprido,Curitiba,1,5,150,3,58000000.0
Apartamento,Vila Izabel,Curitiba,1,3,162,3,58000000.0
Casa,Alto Boqueirão,Curitiba,5,3,110,3,58000000.0
Sobrado,Boa Vista,Curitiba,4,3,137,3,58000000.0
Sobrado,Cidade Industrial,Curitiba,2,4,130,2,58000000.0
Sobrado,Tanguá,Almirante Tamandaré,2,3,197,3,58000000.0
Sobrado,Xaxim,Curitiba,4,3,144,1,58000000.0
Sobrado,Afonso Pena,São José Dos Pinhais,2,3,109,3,58000000.0
Apartamento,Centro,Pato Branco,1,2,83,2,57900000.0
Casa,São Francisco,Pato Branco,2,3,136,1,57900000.0
Casa,Praia De Leste,Pontal Do Paraná,2,3,88,2,57900000.0
Sobrado,Cajuru,Curitiba,2,3,200,3,57900000.0
Sobrado,Santa Cândida,Curitiba,2,3,130,3,57900000.0
Apartamento,Centro,Joinville,1,2,83,2,57879824.0
Sobrado,Boqueirão,Curitiba,2,3,122,3,57800000.0
Apartamento,Vila Izabel,Curitiba,0,2,64,2,57600000.0
Casa,Centro,Ponta Grossa,4,4,255,1,57500000.0
Apartamento,Centro,Curitiba,1,4,194,2,57500000.0
Apartamento,Ahú,Curitiba,2,3,139,2,57500000.0
Sobrado,Cachoeira,Curitiba,1,3,118,3,57500000.0
Sobrado,Cachoeira,Curitiba,1,3,107,2,57500000.0
Sobrado,Bairro Alto,Curitiba,2,3,137,3,57500000.0
Sobrado,Bairro Alto,Curitiba,2,2,122,0,57500000.0
Sobrado,Balneário Itapema Do Norte,Itapoá,1,2,141,1,57500000.0
Apartamento,Centro,Curitiba,1,3,116,3,57300000.0
Apartamento,Portão,Curitiba,2,3,146,2,57000000.0
Sobrado,Atuba,Curitiba,2,3,128,2,57000000.0
Apartamento,Vila Izabel,Curitiba,0,2,105,2,57000000.0
Casa,Cascavel,Guarapuava,1,3,100,1,57000000.0
Apartamento,Água Verde,Curitiba,1,3,130,2,57000000.0
Sobrado,Tingui,Curitiba,1,3,133,3,57000000.0
Casa,Cidade Industrial,Curitiba,4,3,90,1,57000000.0
Apartamento,Centro,Ponta Grossa,1,3,123,3,57000000.0
Apartamento,Juvevê,Curitiba,1,3,160,3,57000000.0
Apartamento,Fanny,Curitiba,1,3,127,2,57000000.0
Casa,Itapema Do Norte,Itapoá,4,3,114,3,57000000.0
Apartamento,Boa Vista,Curitiba,1,3,136,2,56900000.0
Casa,Praia De Pontal Do Sul,Pontal Do Paraná,2,3,210,3,56900000.0
Sobrado,Águas Claras,Campo Largo,2,4,135,1,56900000.0
Casa,Planta Santa Tereza,Colombo,1,3,105,2,56800000.0
Apartamento,Balneário Brasília,Itapoá,1,2,100,1,56600000.0
Sobrado,Lindóia,Curitiba,2,3,192,0,56500000.0
Casa,Jardim Roma,Almirante Tamandaré,4,5,360,2,56500000.0
Apartamento,Centro,Curitiba,0,2,131,2,56500000.0
Casa,Balneario Principe,Itapoá,4,4,172,2,56500000.0
Sobrado,Capão Raso,Curitiba,4,4,240,4,56500000.0
Sobrado,Jardim Das Américas,Curitiba,2,3,110,3,56000000.0
Casa,Balneario Gaivotas,Matinhos,2,3,101,3,56000000.0
Apartamento,Juvevê,Curitiba,1,3,118,2,56000000.0
Sobrado,São Francisco,Pato Branco,1,3,152,2,56000000.0
Apartamento,Estrela,Ponta Grossa,2,3,115,1,56000000.0
Sobrado,Fraron,Pato Branco,2,3,94,3,56000000.0
Casa,Xaxim,Curitiba,5,4,226,2,56000000.0
Apartamento,Centro,Pato Branco,1,3,129,2,56000000.0
Apartamento,Uberaba,Curitiba,2,3,126,2,56000000.0
Sobrado,Cajuru,Curitiba,2,3,115,3,56000000.0
Sobrado,Loteamento Marinoni,Almirante Tamandaré,2,5,180,3,56000000.0
